printed_page,pdf_page,column,reading_order,layout_status,review_method,human_verified,note
301,11,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
301,11,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
302,12,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
302,12,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
303,13,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
303,13,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
304,14,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
304,14,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
305,15,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
305,15,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
306,16,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
306,16,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
307,17,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
307,17,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
308,18,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
308,18,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
309,19,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
309,19,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
310,20,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
310,20,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
311,21,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
311,21,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
312,22,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
312,22,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
313,23,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
